Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Partner,Marital_Status_Single,AgeGroup_18-30,AgeGroup_31-45,AgeGroup_46-60,AgeGroup_61+
25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,500,1,44,56,30,2,1,0,0,5,1,0,0,0,0,0,1,0,1,0,0
27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,450,1,31,37,27,1,1,0,0,4,0,0,0,1,0,1,0,0,1,0,0
70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,632,1,29,968,942,0,0,0,0,20,0,0,1,0,0,0,1,1,0,0,0
42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,669,1,40,270,255,1,1,0,0,11,0,0,1,0,0,1,0,0,1,0,0
53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,324,0,63,278,253,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,1
72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,579,1,62,1250,1194,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,1
67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,455,1,27,938,884,0,0,0,0,16,0,0,1,0,0,1,0,1,0,0,0
62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,636,1,65,1178,1144,2,1,1,1,17,0,0,0,1,0,1,0,0,0,0,1
65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,339,0,56,1155,955,2,1,1,1,24,0,0,1,0,0,1,0,0,0,1,0
42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,535,1,27,653,618,0,0,0,0,18,0,0,0,0,1,0,1,1,0,0,0
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,0,41,49,29,2,1,1,1,4,0,0,0,0,1,0,1,0,1,0,0
65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,79,0,50,506,497,1,1,0,0,16,0,0,0,0,1,1,0,0,0,1,0
16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,655,1,53,38,24,2,1,0,0,5,0,0,1,0,0,1,0,0,0,1,0
83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,59,0,22,1650,1503,0,0,2,1,22,0,0,1,0,0,0,1,1,0,0,0
64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,695,1,49,1826,1677,1,1,0,0,25,1,0,0,0,0,0,1,0,0,1,0
22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,694,1,58,18,16,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0
67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,117,0,36,906,889,0,0,0,0,23,0,0,1,0,0,1,0,0,1,0,0
32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,35,0,43,46,44,1,1,0,0,6,0,0,0,0,1,1,0,0,1,0,0
70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,573,1,48,1477,1287,1,1,0,0,19,0,0,1,0,0,1,0,0,0,1,0
59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,576,1,59,766,710,1,1,0,0,20,0,0,1,0,0,1,0,0,0,1,0
39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,125,0,61,47,39,1,1,0,0,5,0,0,1,0,0,1,0,0,0,0,1
46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,346,0,56,467,342,0,0,0,0,13,0,0,1,0,0,1,0,0,0,1,0
88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,361,0,53,2116,1998,0,0,1,1,20,0,0,1,0,0,1,0,0,0,1,0
87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,424,1,33,1298,1254,0,0,2,1,24,0,0,0,0,1,1,0,0,1,0,0
26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,313,0,38,22,20,2,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0
50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,158,0,46,396,354,1,1,0,0,13,0,0,0,1,0,0,1,0,0,1,0
41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,433,1,36,20,17,1,1,0,0,3,0,0,0,0,1,1,0,0,1,0,0
66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,104,0,49,967,850,0,0,0,0,12,0,0,1,0,0,0,1,0,0,1,0
36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,589,1,43,357,341,1,1,0,0,13,0,0,1,0,0,1,0,0,1,0,0
79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,676,1,58,1401,1302,0,0,0,0,15,0,0,1,0,0,1,0,0,0,1,0
40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,316,0,32,15,15,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0
75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,512,1,44,2087,1954,0,0,1,1,19,0,0,0,1,0,0,1,0,1,0,0
54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,510,1,37,981,839,1,1,0,0,22,0,0,1,0,0,1,0,0,1,0,0
24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,260,0,44,17,15,2,1,0,0,4,0,0,1,0,0,0,1,0,1,0,0
84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,541,1,56,523,442,0,0,4,1,22,0,0,0,0,1,1,0,0,0,1,0
43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,57,0,31,23,20,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0
71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,104,0,56,1192,1149,0,0,0,0,16,0,0,0,0,1,0,1,0,0,1,0
85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,31,0,41,1958,1920,0,0,1,1,19,0,0,0,0,1,1,0,0,1,0,0
39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,64,0,40,133,121,1,1,0,0,7,0,0,0,0,1,0,1,0,1,0,0
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,310,0,55,777,702,0,0,0,0,16,0,0,1,0,0,1,0,0,0,1,0
38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,372,1,42,73,70,2,1,0,0,6,0,0,0,0,1,0,1,0,1,0,0
57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,109,0,49,121,117,2,1,0,0,7,0,0,0,0,1,1,0,0,0,1,0
61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,0,35,424,397,1,1,0,0,14,0,0,1,0,0,0,1,0,1,0,0
79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,27,0,56,868,835,1,1,0,0,12,0,0,1,0,0,0,1,0,0,1,0
80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,606,1,28,756,715,0,0,0,0,14,1,0,0,0,0,0,1,1,0,0,0
27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,432,1,32,12,11,1,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0
56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,543,1,35,937,902,1,1,0,0,23,0,0,1,0,0,1,0,0,1,0,0
83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,264,0,39,1862,1835,0,0,3,1,17,0,0,1,0,0,0,1,0,1,0,0
54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,405,1,35,367,322,1,1,0,0,12,1,0,0,0,0,1,0,0,1,0,0
38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,331,0,28,443,389,1,1,0,0,14,0,0,1,0,0,1,0,1,0,0,0
53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,246,0,44,267,257,1,1,0,0,11,0,0,1,0,0,1,0,0,1,0,0
30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,97,0,42,61,40,1,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0
76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,226,0,54,1323,1323,0,0,1,1,20,0,0,0,0,1,0,1,0,0,1,0
50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,10,0,62,63,61,1,1,0,0,5,0,0,0,0,1,1,0,0,0,0,1
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,330,0,44,64,47,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,0
65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,150,0,40,562,546,1,1,1,1,17,1,0,0,0,0,1,0,0,1,0,0
66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,29,0,49,312,306,2,1,0,0,12,0,0,1,0,0,1,0,0,0,1,0
76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,489,1,60,1156,1140,0,0,0,0,15,0,0,1,0,0,0,1,0,0,1,0
81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,485,1,31,1104,1059,0,0,1,1,15,1,0,0,0,0,0,1,0,1,0,0
54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,140,0,41,16,16,2,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,132,0,54,2008,1970,0,0,1,1,19,0,0,0,1,0,0,1,0,0,1,0
16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,303,0,30,44,44,1,1,0,0,6,0,0,0,0,1,0,1,1,0,0,0
71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,305,0,43,1574,1406,1,1,2,1,11,0,0,1,0,0,1,0,0,1,0,0
33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,256,0,31,63,39,1,1,1,1,4,0,0,0,0,1,1,0,0,1,0,0
36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,282,0,31,426,273,0,0,1,1,11,0,0,0,1,0,1,0,0,1,0,0
22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,529,1,48,96,50,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0
47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,290,0,36,635,606,1,1,0,0,18,1,0,0,0,0,1,0,0,1,0,0
70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,266,0,46,757,736,1,1,0,0,20,0,0,1,0,0,0,1,0,0,1,0
31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,584,1,35,125,119,1,1,0,0,7,0,0,0,0,1,1,0,0,1,0,0
52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,408,1,41,332,259,2,1,0,0,11,0,0,0,1,0,0,1,0,1,0,0
48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,187,0,35,135,126,1,1,0,0,7,0,0,1,0,0,0,1,0,1,0,0
46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,588,1,60,330,301,1,1,0,0,12,0,0,1,0,0,1,0,0,0,1,0
39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,558,1,52,384,343,2,1,0,0,13,0,0,1,0,0,0,1,0,0,1,0
86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,690,1,48,1722,1627,2,1,0,0,14,0,0,1,0,0,0,1,0,0,1,0
46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,66,0,37,78,62,3,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0
16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,533,1,29,24,13,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0
63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,191,0,62,1168,1056,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,1
67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,530,1,63,957,887,1,1,1,1,13,0,0,0,1,0,1,0,0,0,0,1
25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,262,0,47,15,11,2,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0
42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,22,0,36,57,41,1,1,0,0,4,0,0,1,0,0,1,0,0,1,0,0
85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,594,1,38,1956,1872,1,1,1,1,22,0,0,1,0,0,1,0,0,1,0,0
72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,243,0,29,2013,1974,0,0,3,1,20,0,0,1,0,0,0,1,1,0,0,0
49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,36,0,40,326,297,1,1,0,0,12,1,0,0,0,0,1,0,0,1,0,0
36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,693,1,46,77,73,2,1,0,0,6,0,0,0,0,1,1,0,0,0,1,0
85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,422,1,52,1313,1301,0,0,0,0,19,0,0,0,0,1,0,1,0,0,1,0
10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,38,0,25,30,26,0,0,0,0,6,0,0,0,1,0,0,1,1,0,0,0
49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,512,1,53,315,295,1,1,0,0,12,0,0,1,0,0,1,0,0,0,1,0
56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,374,1,61,660,612,1,1,0,0,18,0,0,0,1,0,1,0,0,0,0,1
37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,514,1,25,74,71,1,1,0,0,6,0,0,1,0,0,1,0,1,0,0,0
21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,49,0,36,46,26,1,1,0,0,5,1,0,0,0,0,0,1,0,1,0,0
33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,316,0,52,86,68,1,1,0,0,6,0,0,0,0,1,0,1,0,0,1,0
63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,236,0,69,1103,969,0,0,0,0,24,0,0,1,0,0,0,1,0,0,0,1
21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,159,0,40,61,58,1,1,0,0,7,0,0,0,1,0,1,0,0,1,0,0
42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,222,0,33,145,118,1,1,1,1,7,0,0,1,0,0,1,0,0,1,0,0
54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,1,58,684,652,2,1,0,0,19,0,0,1,0,0,1,0,0,0,1,0
57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,229,0,60,411,392,1,1,0,0,14,0,0,0,0,1,1,0,0,0,1,0
26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,624,1,28,27,18,1,1,1,1,3,0,0,1,0,0,0,1,1,0,0,0
57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,358,0,71,1060,1030,0,0,0,0,25,0,0,0,0,1,0,1,0,0,0,1
68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,669,1,50,1459,1422,1,1,0,0,21,0,0,1,0,0,1,0,0,0,1,0
7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,669,1,35,18,13,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0
83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,645,1,40,1833,1719,0,0,1,1,25,0,0,1,0,0,1,0,0,1,0,0
54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,87,0,54,237,224,1,1,0,0,10,0,0,0,1,0,1,0,0,0,1,0
23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,32,0,51,48,46,2,1,0,0,6,0,0,0,0,1,0,1,0,0,1,0
46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,343,0,38,515,496,2,1,0,0,16,0,0,1,0,0,1,0,0,1,0,0
56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,571,1,40,1020,1011,0,0,0,0,14,0,0,1,0,0,1,0,0,1,0,0
79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,31,0,53,1370,1357,0,0,0,0,10,0,0,1,0,0,1,0,0,0,1,0
57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,475,1,63,1026,920,1,1,0,0,23,0,0,1,0,0,1,0,0,0,0,1
44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,98,0,49,301,260,1,1,0,0,11,0,0,1,0,0,1,0,0,0,1,0
54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,1,58,684,652,2,1,0,0,19,0,0,1,0,0,1,0,0,0,1,0
59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,617,1,49,499,490,1,1,1,1,16,0,0,1,0,0,1,0,0,0,1,0
80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,676,1,20,1004,950,0,0,0,0,20,0,0,1,0,0,1,0,1,0,0,0
40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,259,0,40,218,216,1,1,0,0,10,0,0,0,0,1,1,0,0,1,0,0
62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,402,1,42,606,595,1,1,0,0,18,0,0,1,0,0,1,0,0,1,0,0
48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,359,0,46,75,67,1,1,0,0,5,1,0,0,0,0,1,0,0,0,1,0
35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,676,1,46,106,93,3,1,0,0,6,0,0,1,0,0,1,0,0,0,1,0
77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,396,1,66,990,893,0,0,0,0,16,0,0,1,0,0,1,0,0,0,0,1
81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,158,0,45,1097,1047,0,0,0,0,15,0,0,1,0,0,0,1,0,1,0,0
14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,132,0,18,16,8,0,0,1,1,3,0,1,0,0,0,1,0,1,0,0,0
20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,104,0,40,34,22,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0
74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,672,1,24,1711,1678,0,0,0,0,15,0,0,0,0,1,1,0,1,0,0,0
66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,168,0,57,438,391,2,1,1,1,14,0,0,0,1,0,1,0,0,0,1,0
23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,537,1,35,75,61,1,1,0,0,5,0,1,0,0,0,1,0,0,1,0,0
47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,228,0,54,225,221,1,1,0,0,10,0,0,0,1,0,1,0,0,0,1,0
33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,603,1,62,18,16,2,1,0,0,3,0,0,0,1,0,1,0,0,0,0,1
54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,408,1,33,470,445,1,1,0,0,15,0,0,1,0,0,1,0,0,1,0,0
28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,442,1,33,91,72,2,1,0,0,6,0,0,1,0,0,0,1,0,1,0,0
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,136,0,23,2525,2429,0,0,1,1,17,0,0,0,1,0,0,1,1,0,0,0
48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,532,1,64,504,485,1,1,0,0,16,0,0,1,0,0,1,0,0,0,0,1
43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,540,1,57,235,224,1,1,0,0,10,0,0,1,0,0,1,0,0,0,1,0
54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,526,1,53,1232,1208,1,1,1,1,18,0,0,0,0,1,0,1,0,0,1,0
15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,422,1,56,88,48,2,1,0,0,7,0,1,0,0,0,0,1,0,0,1,0
26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,0,43,17,16,1,1,0,0,3,0,0,1,0,0,0,1,0,1,0,0
22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,331,0,29,24,19,1,1,0,0,4,0,0,1,0,0,0,1,1,0,0,0
44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,311,0,49,60,50,2,1,0,0,5,0,0,1,0,0,1,0,0,0,1,0
62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,308,0,62,1020,1000,1,1,1,1,25,0,0,0,0,1,0,1,0,0,0,1
31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,570,1,52,155,151,1,1,0,0,8,0,0,0,0,1,1,0,0,0,1,0
45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,122,0,40,51,38,2,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0
78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,554,1,44,1812,1713,0,0,0,0,15,0,0,0,1,0,0,1,0,1,0,0
67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,589,1,45,1461,1419,1,1,2,1,21,0,0,0,1,0,0,1,0,1,0,0
58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,70,0,54,96,67,1,1,0,0,5,0,0,1,0,0,0,1,0,0,1,0
62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,132,0,62,160,150,1,1,0,0,8,0,0,1,0,0,0,1,0,0,0,1
43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,433,1,45,139,116,2,1,0,0,7,0,0,0,1,0,1,0,0,1,0,0
63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,1,46,908,777,1,1,0,0,21,0,0,0,1,0,0,1,0,0,1,0
46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,301,0,49,183,122,1,1,0,0,7,1,0,0,0,0,1,0,0,0,1,0
70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,455,1,45,1161,1150,1,1,1,1,17,0,0,0,1,0,1,0,0,1,0,0
78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,85,0,42,988,908,0,0,0,0,13,0,0,0,0,1,1,0,0,1,0,0
59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,658,1,53,1072,1006,1,1,0,0,24,1,0,0,0,0,0,1,0,0,1,0
54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,291,0,37,174,152,2,1,0,0,8,0,0,1,0,0,1,0,0,1,0,0
58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,520,1,55,758,674,1,1,0,0,19,0,0,1,0,0,1,0,0,0,1,0
51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,180,0,56,195,181,1,1,0,0,9,0,0,0,1,0,1,0,0,0,1,0
15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,1,35,31,18,1,1,1,1,4,0,0,1,0,0,0,1,0,1,0,0
66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,316,0,57,1084,1084,0,0,0,0,16,0,0,0,1,0,1,0,0,0,1,0
