Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,AgeGroup,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases
PhD,Single,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,104,0,56,46-60,1192,1149,0,0,0,0,16
PhD,Partner,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,31,0,41,31-45,1958,1920,0,0,1,1,19
PhD,Single,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,64,0,40,31-45,133,121,1,1,0,0,7
Graduation,Partner,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,310,0,55,46-60,777,702,0,0,0,0,16
PhD,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,372,1,42,31-45,73,70,2,1,0,0,6
PhD,Partner,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,109,0,49,46-60,121,117,2,1,0,0,7
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,0,35,31-45,424,397,1,1,0,0,14
Graduation,Single,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,27,0,56,46-60,868,835,1,1,0,0,12
2n Cycle,Single,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,606,1,28,18-30,756,715,0,0,0,0,14
Master,Partner,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,432,1,32,31-45,12,11,1,1,0,0,3
Graduation,Partner,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,543,1,35,31-45,937,902,1,1,0,0,23
Graduation,Single,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,264,0,39,31-45,1862,1835,0,0,3,1,17
2n Cycle,Partner,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,405,1,35,31-45,367,322,1,1,0,0,12
Graduation,Partner,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,331,0,28,18-30,443,389,1,1,0,0,14
Graduation,Partner,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,246,0,44,31-45,267,257,1,1,0,0,11
Graduation,Partner,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,97,0,42,31-45,61,40,1,1,0,0,5
PhD,Single,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,226,0,54,46-60,1323,1323,0,0,1,1,20
PhD,Partner,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,10,0,62,61+,63,61,1,1,0,0,5
2n Cycle,Partner,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,330,0,44,31-45,64,47,0,0,0,0,6
2n Cycle,Partner,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,150,0,40,31-45,562,546,1,1,1,1,17
Graduation,Partner,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,29,0,49,46-60,312,306,2,1,0,0,12
Graduation,Single,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,489,1,60,46-60,1156,1140,0,0,0,0,15
2n Cycle,Single,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,485,1,31,31-45,1104,1059,0,0,1,1,15
PhD,Single,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,140,0,41,31-45,16,16,2,1,0,0,3
Master,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,132,0,54,46-60,2008,1970,0,0,1,1,19
PhD,Single,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,303,0,30,18-30,44,44,1,1,0,0,6
Graduation,Partner,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,305,0,43,31-45,1574,1406,1,1,2,1,11
PhD,Partner,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,256,0,31,31-45,63,39,1,1,1,1,4
Master,Partner,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,282,0,31,31-45,426,273,0,0,1,1,11
Basic,Partner,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,529,1,48,46-60,96,50,0,0,0,0,5
2n Cycle,Partner,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,290,0,36,31-45,635,606,1,1,0,0,18
Graduation,Single,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,266,0,46,46-60,757,736,1,1,0,0,20
PhD,Partner,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,584,1,35,31-45,125,119,1,1,0,0,7
Master,Single,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,408,1,41,31-45,332,259,2,1,0,0,11
Graduation,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,187,0,35,31-45,135,126,1,1,0,0,7
Graduation,Partner,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,588,1,60,46-60,330,301,1,1,0,0,12
Graduation,Single,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,558,1,52,46-60,384,343,2,1,0,0,13
Graduation,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,690,1,48,46-60,1722,1627,2,1,0,0,14
Graduation,Partner,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,66,0,37,31-45,78,62,3,1,0,0,5
Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,533,1,29,18-30,24,13,0,0,0,0,3
2n Cycle,Single,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,191,0,62,61+,1168,1056,0,0,0,0,24
Master,Partner,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,530,1,63,61+,957,887,1,1,1,1,13
Graduation,Single,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,262,0,47,46-60,15,11,2,1,0,0,3
Graduation,Partner,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,22,0,36,31-45,57,41,1,1,0,0,4
Graduation,Partner,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,594,1,38,31-45,1956,1872,1,1,1,1,22
Graduation,Single,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,243,0,29,18-30,2013,1974,0,0,3,1,20
2n Cycle,Partner,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,36,0,40,31-45,326,297,1,1,0,0,12
PhD,Partner,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,693,1,46,46-60,77,73,2,1,0,0,6
PhD,Single,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,422,1,52,46-60,1313,1301,0,0,0,0,19
Master,Single,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,38,0,25,18-30,30,26,0,0,0,0,6
Graduation,Partner,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,512,1,53,46-60,315,295,1,1,0,0,12
Master,Partner,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,374,1,61,61+,660,612,1,1,0,0,18
Graduation,Partner,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,514,1,25,18-30,74,71,1,1,0,0,6
2n Cycle,Single,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,49,0,36,31-45,46,26,1,1,0,0,5
PhD,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,316,0,52,46-60,86,68,1,1,0,0,6
Graduation,Single,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,236,0,69,61+,1103,969,0,0,0,0,24
Master,Partner,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,159,0,40,31-45,61,58,1,1,0,0,7
Graduation,Partner,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,222,0,33,31-45,145,118,1,1,1,1,7
Graduation,Partner,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,1,58,46-60,684,652,2,1,0,0,19
PhD,Partner,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,229,0,60,46-60,411,392,1,1,0,0,14
Graduation,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,624,1,28,18-30,27,18,1,1,1,1,3
PhD,Single,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,358,0,71,61+,1060,1030,0,0,0,0,25
Graduation,Partner,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,669,1,50,46-60,1459,1422,1,1,0,0,21
Graduation,Partner,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,669,1,35,31-45,18,13,1,1,0,0,3
Graduation,Partner,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,645,1,40,31-45,1833,1719,0,0,1,1,25
Master,Partner,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,87,0,54,46-60,237,224,1,1,0,0,10
PhD,Single,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,32,0,51,46-60,48,46,2,1,0,0,6
Graduation,Partner,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,343,0,38,31-45,515,496,2,1,0,0,16
Graduation,Partner,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,571,1,40,31-45,1020,1011,0,0,0,0,14
Graduation,Partner,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,31,0,53,46-60,1370,1357,0,0,0,0,10
Graduation,Partner,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,475,1,63,61+,1026,920,1,1,0,0,23
Graduation,Partner,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,98,0,49,46-60,301,260,1,1,0,0,11
Graduation,Partner,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,1,58,46-60,684,652,2,1,0,0,19
Graduation,Partner,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,617,1,49,46-60,499,490,1,1,1,1,16
Graduation,Partner,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,676,1,20,18-30,1004,950,0,0,0,0,20
PhD,Partner,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,259,0,40,31-45,218,216,1,1,0,0,10
Graduation,Partner,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,402,1,42,31-45,606,595,1,1,0,0,18
2n Cycle,Partner,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,359,0,46,46-60,75,67,1,1,0,0,5
Graduation,Partner,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,676,1,46,46-60,106,93,3,1,0,0,6
Graduation,Partner,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,396,1,66,61+,990,893,0,0,0,0,16
Graduation,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,158,0,45,31-45,1097,1047,0,0,0,0,15
Basic,Partner,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,132,0,18,18-30,16,8,0,0,1,1,3
2n Cycle,Partner,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,104,0,40,31-45,34,22,0,0,0,0,4
PhD,Partner,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,672,1,24,18-30,1711,1678,0,0,0,0,15
Master,Partner,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,168,0,57,46-60,438,391,2,1,1,1,14
Basic,Partner,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,537,1,35,31-45,75,61,1,1,0,0,5
Master,Partner,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,228,0,54,46-60,225,221,1,1,0,0,10
Master,Partner,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,603,1,62,61+,18,16,2,1,0,0,3
Graduation,Partner,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,408,1,33,31-45,470,445,1,1,0,0,15
Graduation,Single,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,442,1,33,31-45,91,72,2,1,0,0,6
Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,136,0,23,18-30,2525,2429,0,0,1,1,17
Graduation,Partner,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,532,1,64,61+,504,485,1,1,0,0,16
Graduation,Partner,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,540,1,57,46-60,235,224,1,1,0,0,10
PhD,Single,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,526,1,53,46-60,1232,1208,1,1,1,1,18
Basic,Single,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,422,1,56,46-60,88,48,2,1,0,0,7
Graduation,Single,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,0,43,31-45,17,16,1,1,0,0,3
Graduation,Single,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,331,0,29,18-30,24,19,1,1,0,0,4
Graduation,Partner,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,311,0,49,46-60,60,50,2,1,0,0,5
PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,308,0,62,61+,1020,1000,1,1,1,1,25
PhD,Partner,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,570,1,52,46-60,155,151,1,1,0,0,8
2n Cycle,Partner,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,122,0,40,31-45,51,38,2,1,0,0,4
Master,Single,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,554,1,44,31-45,1812,1713,0,0,0,0,15
Master,Single,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,589,1,45,31-45,1461,1419,1,1,2,1,21
Graduation,Single,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,70,0,54,46-60,96,67,1,1,0,0,5
Graduation,Single,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,132,0,62,61+,160,150,1,1,0,0,8
Master,Partner,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,433,1,45,31-45,139,116,2,1,0,0,7
Master,Single,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,1,46,46-60,908,777,1,1,0,0,21
2n Cycle,Partner,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,301,0,49,46-60,183,122,1,1,0,0,7
Master,Partner,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,455,1,45,31-45,1161,1150,1,1,1,1,17
PhD,Partner,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,85,0,42,31-45,988,908,0,0,0,0,13
2n Cycle,Single,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,658,1,53,46-60,1072,1006,1,1,0,0,24
Graduation,Partner,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,291,0,37,31-45,174,152,2,1,0,0,8
Graduation,Partner,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,520,1,55,46-60,758,674,1,1,0,0,19
Master,Partner,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,180,0,56,46-60,195,181,1,1,0,0,9
Graduation,Single,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,1,35,31-45,31,18,1,1,1,1,4
Master,Partner,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,316,0,57,46-60,1084,1084,0,0,0,0,16
Master,Partner,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,494,1,58,46-60,685,656,1,1,1,1,19
PhD,Partner,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,219,0,49,46-60,1672,1672,0,0,1,1,25
Graduation,Partner,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,243,0,24,18-30,43,36,0,0,0,0,5
PhD,Partner,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,133,0,57,46-60,49,39,2,1,1,1,4
Graduation,Partner,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,403,1,49,46-60,133,120,1,1,0,0,7
Graduation,Partner,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,260,0,57,46-60,363,343,1,1,1,1,13
Graduation,Partner,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,440,1,59,46-60,545,511,1,1,0,0,16
Graduation,Partner,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,245,0,42,31-45,1065,989,1,1,1,1,29
Graduation,Partner,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,474,1,45,31-45,2047,1988,0,0,1,1,20
Graduation,Partner,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,606,1,42,31-45,296,221,2,1,0,0,10
Graduation,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,366,1,39,31-45,140,120,2,1,0,0,7
Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,347,0,49,46-60,530,496,1,1,0,0,16
PhD,Partner,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,690,1,51,46-60,152,148,2,1,0,0,8
PhD,Partner,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,266,0,23,18-30,1598,1553,0,0,0,0,23
Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,526,1,51,46-60,114,88,1,1,0,0,6
Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,676,1,28,18-30,101,59,1,1,0,0,7
Graduation,Partner,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,280,0,41,31-45,25,16,1,1,0,0,3
2n Cycle,Single,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,519,1,57,46-60,789,748,0,0,1,1,21
Graduation,Partner,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,334,0,33,31-45,87,62,2,1,1,1,5
PhD,Single,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,280,0,56,46-60,90,84,2,1,0,0,7
PhD,Partner,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,427,1,55,46-60,1215,1203,1,1,0,0,18
PhD,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,260,0,59,46-60,811,766,0,0,1,1,21
Graduation,Partner,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,615,1,28,18-30,61,34,1,1,1,1,5
Master,Partner,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,318,0,39,31-45,405,349,1,1,0,0,13
Master,Partner,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,91,0,59,46-60,72,70,2,1,0,0,6
Graduation,Single,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,499,1,43,31-45,189,182,2,1,0,0,9
PhD,Partner,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,365,1,28,18-30,40,37,1,1,0,0,4
Graduation,Single,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,140,0,36,31-45,63,51,1,1,0,0,7
Graduation,Partner,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,465,1,31,31-45,52,46,1,1,0,0,5
PhD,Partner,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,58,0,38,31-45,39,28,1,1,0,0,4
Graduation,Partner,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,34,0,43,31-45,805,790,1,1,0,0,21
Master,Partner,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,73,0,58,46-60,130,119,1,1,0,0,7
Graduation,Partner,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,268,0,42,31-45,1631,1555,0,0,3,1,23
Graduation,Partner,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,360,0,25,18-30,34,30,1,1,0,0,4
Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,212,0,62,61+,152,145,2,1,0,0,8
Basic,Single,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,162,0,30,18-30,21,18,1,1,0,0,4
PhD,Partner,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,269,0,47,46-60,71,62,3,1,0,0,5
Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,36,0,52,46-60,899,833,1,1,1,1,22
Master,Partner,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,70,0,67,61+,711,666,0,0,0,0,9
PhD,Partner,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,694,1,36,31-45,351,306,1,1,0,0,12
Graduation,Single,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,42,0,43,31-45,8,7,0,0,0,0,0
Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,573,1,22,18-30,119,79,1,1,0,0,7
Graduation,Partner,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,450,1,46,46-60,21,17,2,1,0,0,3
PhD,Partner,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,97,0,41,31-45,10,9,1,1,0,0,3
Graduation,Partner,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,36,0,39,31-45,973,954,1,1,1,1,24
PhD,Partner,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,306,0,49,46-60,1536,1492,0,0,2,1,12
Graduation,Partner,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,348,0,62,61+,992,962,2,1,1,1,24
PhD,Partner,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,492,1,47,46-60,1529,1502,1,1,1,1,32
Graduation,Partner,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,290,0,42,31-45,860,789,1,1,0,0,15
Graduation,Single,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,254,0,51,46-60,928,774,1,1,0,0,21
PhD,Partner,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,699,1,44,31-45,418,395,2,1,0,0,14
2n Cycle,Partner,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,695,1,59,46-60,587,395,1,1,0,0,14
Graduation,Partner,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,48,0,39,31-45,641,577,1,1,0,0,17
Graduation,Partner,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,102,0,38,31-45,23,17,2,1,1,1,3
Graduation,Partner,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,317,0,45,31-45,2279,2153,0,0,2,1,22
PhD,Single,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,0,41,31-45,49,29,2,1,1,1,4
